Protein.Group	Protein.Names	Genes	First.Protein.Description	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_2w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MOLM13_WT_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_6w_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_MV4_11_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_6w_2_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241122_OCI_WT_1_500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MOLM13_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_MV4_11_WT_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_2W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_4W_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_1__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_6W_3__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_2__500ng.raw	F:\WH_group\Group\WN\20241125-VR-Pro\20241123_VR_WN_pro\FAIMS_DIA_ionOptic_60min_241123_OCI_WT_3__500ng.raw
Q8WVB3	HEXD_HUMAN	HEXD			602958		1.34146e+06	1.32584e+06	1.20669e+06	807656	887300	1.07103e+06	788710			1.25111e+06	1.03257e+06	1.32416e+06	1.45231e+06	1.17516e+06	1.20385e+06	1.63922e+06	1.36575e+06	1.94413e+06	1.61218e+06	1.29584e+06	1.26395e+06	1.0826e+06	1.33782e+06	
Q8WVB6	CTF18_HUMAN	CHTF18		4.95569e+06	5.20843e+06	7.15064e+06	4.62307e+06	4.21851e+06	6.67787e+06	5.56738e+06	6.61571e+06	5.0326e+06	5.97867e+06	5.04829e+06	5.42312e+06	5.55226e+06	5.32203e+06	4.91258e+06	4.71161e+06	6.35891e+06	5.08808e+06	5.55194e+06	5.65451e+06	6.78364e+06	6.13572e+06	5.83e+06	5.17611e+06	3.91084e+06	6.41825e+06	6.58926e+06
Q8WVC0	LEO1_HUMAN	LEO1		3.999e+07	3.0171e+07	3.1331e+07	3.05246e+07	3.87197e+07	4.42757e+07	3.2277e+07	2.95273e+07	4.06999e+07	4.21188e+07	2.89107e+07	3.2311e+07	3.01771e+07	2.87133e+07	3.21536e+07	3.16132e+07	3.55841e+07	3.05334e+07	3.42459e+07	4.42687e+07	3.52814e+07	4.76636e+07	4.25798e+07	3.60995e+07	3.715e+07	4.75114e+07	4.9228e+07
Q8WVC6	DCAKD_HUMAN	DCAKD		4.18032e+06	5.60002e+06	5.62591e+06	1.22751e+07	1.90456e+07	1.08592e+07	5.217e+06	4.40641e+06	7.19081e+06	7.3928e+06	4.9738e+06	5.60638e+06	1.34691e+07	1.11084e+07	1.09531e+07	1.20011e+07	1.41947e+07	1.43493e+07	1.12142e+07	1.17831e+07	1.19791e+07	1.22751e+07	1.39488e+07	1.72204e+07	2.00584e+07	1.00302e+07	1.07385e+07
Q8WVD3	RN138_HUMAN	RNF138		5.38281e+06	6.12867e+06	4.48959e+06	8.09359e+06	5.75211e+06	6.2578e+06	5.04426e+06	6.27315e+06	6.4445e+06	5.89979e+06	5.07059e+06	5.86751e+06	8.7754e+06	8.62055e+06	7.97431e+06	6.69995e+06	8.10952e+06	9.25451e+06	9.56636e+06	6.97875e+06	7.1522e+06	6.30377e+06	6.42548e+06	4.64765e+06	5.76574e+06	7.05842e+06	7.11723e+06
Q8WVE0	EFMT1_HUMAN	EEF1AKMT1		6.14769e+06	5.60239e+06	7.48542e+06	5.17214e+06	5.30205e+06	6.04812e+06	5.35522e+06	6.59187e+06	8.13859e+06	9.2739e+06	7.23454e+06	5.98346e+06	5.95241e+06	6.42278e+06	5.22268e+06	4.56832e+06	5.61212e+06	5.40043e+06	5.94004e+06	5.48303e+06	4.31033e+06	5.83804e+06	6.38939e+06	3.68698e+06	5.71734e+06	7.65453e+06	7.10519e+06
Q8WVF2	UCMA_HUMAN	UCMA			896765																									
Q8WVI0	UQCC5_HUMAN	UQCC5		653730	981615	747952	1.18778e+06	519610	725413	870225	977376					759393			805944	740729	994165	763762	916866		425000	671061	971239	1.26294e+06		
Q8WVJ2	NUDC2_HUMAN	NUDCD2		4.93948e+07	6.69574e+07	5.92573e+07	4.58686e+07	3.82141e+07	3.69552e+07	4.49595e+07	6.26092e+07	6.99878e+07	6.4167e+07	7.15326e+07	7.17954e+07	5.56119e+07	4.94825e+07	4.38298e+07	4.01434e+07	5.13797e+07	5.16439e+07	5.07357e+07	3.91355e+07	4.68239e+07	3.99939e+07	4.73476e+07	4.09358e+07	4.08581e+07	3.91538e+07	4.06414e+07
Q8WVJ9	TWST2_HUMAN	TWIST2					136114		74926.2													55295.5								
Q8WVK2	SNR27_HUMAN	SNRNP27		2.86329e+07	2.4405e+07	2.61671e+07	2.08791e+07	2.86009e+07	2.55148e+07	2.63644e+07	2.70923e+07	2.75992e+07	2.61652e+07	2.79235e+07	2.87244e+07	2.09615e+07	2.12421e+07	2.66715e+07	2.62295e+07	2.53399e+07	1.96035e+07	1.96918e+07	2.55664e+07	2.44333e+07	2.40589e+07	2.42572e+07	3.24552e+07	2.4618e+07	2.57689e+07	2.41097e+07
Q8WVK7	SKA2_HUMAN	SKA2		6.16708e+06	6.74329e+06	8.86142e+06	4.3689e+06	3.951e+06	3.79702e+06	6.39054e+06	8.69668e+06	7.03592e+06	8.9204e+06	6.29928e+06	6.79536e+06	3.44244e+06	4.55486e+06	3.32273e+06	4.09947e+06	4.31023e+06	4.85382e+06	4.76158e+06	4.21282e+06	3.58568e+06	4.2206e+06	4.35882e+06	3.61921e+06	3.50496e+06	3.94368e+06	3.65006e+06
Q8WVL7	ANR49_HUMAN	ANKRD49			8.92751e+06	9.1453e+06	7.61537e+06	7.20282e+06		9.14833e+06	8.49334e+06	1.20341e+07	1.00362e+07	8.42838e+06						6.57344e+06		7.11914e+06	6.40918e+06	5.94024e+06	7.45783e+06	7.60581e+06	7.07139e+06	7.59958e+06	7.70455e+06	5.67147e+06
Q8WVM0	TFB1M_HUMAN	TFB1M		2.4752e+07	2.70215e+07	3.37274e+07	1.35483e+07	1.60463e+07	1.23894e+07	3.07276e+07	3.30958e+07	3.54965e+07	2.63212e+07	2.83588e+07	2.74845e+07	1.55269e+07	1.37027e+07	1.07469e+07	1.09181e+07	1.4897e+07	1.6119e+07	1.45408e+07	1.29727e+07	1.51728e+07	1.59411e+07	1.72313e+07	1.434e+07	1.47413e+07	1.61089e+07	1.46856e+07
Q8WVM7	STAG1_HUMAN	STAG1		8.54914e+06	8.48042e+06	7.92296e+06	5.64224e+06	8.72625e+06	7.13473e+06	9.09825e+06	9.31433e+06	1.01107e+07	1.11504e+07	9.16746e+06	8.85511e+06	7.2358e+06	8.09599e+06	6.442e+06	8.03568e+06	8.97233e+06	7.33108e+06	7.1386e+06	7.46621e+06	8.36467e+06	8.54304e+06	7.74399e+06	8.1951e+06	8.17704e+06	8.8299e+06	9.08562e+06
Q8WVM8	SCFD1_HUMAN	SCFD1		3.20355e+07	3.31839e+07	3.27793e+07	2.72137e+07	2.28051e+07	3.53189e+07	3.39899e+07	3.49399e+07	3.75691e+07	2.85815e+07	3.23303e+07	3.41848e+07	2.99922e+07	2.8738e+07	2.63477e+07	2.60275e+07	2.78684e+07	2.82972e+07	2.74153e+07	2.86459e+07	2.04512e+07	2.52332e+07	2.58378e+07	2.96315e+07	2.01297e+07	2.87137e+07	2.6808e+07
Q8WVN6	SCTM1_HUMAN	SECTM1																	961529											
Q8WVN8	UB2Q2_HUMAN	UBE2Q2		1.92082e+06	1.98528e+06	2.17845e+06	2.30481e+06		2.48197e+06	2.38532e+06		2.03678e+06	3.4305e+06		2.22743e+06	2.21424e+06					2.23538e+06	2.56842e+06			3.15129e+06	2.41821e+06	3.63856e+06	2.34329e+06		3.33892e+06
Q8WVP7	LMBR1_HUMAN	LMBR1		650750	727039	1.15908e+06	881298	1.39519e+06	1.3405e+06	1.21472e+06	908135	983926	1.07943e+06	754273	923819	827881	978133	947125	1.43864e+06	725997	736253	738538	1.34653e+06	1.11514e+06	1.30533e+06	1.2622e+06	1.52173e+06	1.02529e+06	1.43286e+06	1.40465e+06
Q8WVQ1	CANT1_HUMAN	CANT1		3.56568e+06	3.12903e+06	3.03954e+06	5.41596e+06	4.06933e+06	6.17448e+06	2.9485e+06	2.29679e+06	4.02295e+06	2.71753e+06	3.02242e+06	2.52427e+06	5.86725e+06	5.17611e+06	4.76422e+06	5.45926e+06	5.85319e+06	5.11158e+06	5.08841e+06	5.26408e+06	4.86685e+06	4.40772e+06	5.69692e+06	4.83174e+06	4.66772e+06	5.33263e+06	5.24223e+06
Q8WVR3	TPC14_HUMAN	TRAPPC14		285156	255011	152635	275419	311979	345480	196254	205855	236889	173449	144018	257897	321396	249862	364878	302989	299842	372531	370665	508092	300208	362465	339085	346753	419766	323706	324096
Q8WVS4	DC2I1_HUMAN	DYNC2I1			905052	1.09385e+06	1.62836e+06	2.41469e+06	1.72433e+06	676431	919434	942855	976167	803104		1.37953e+06	1.45335e+06	1.21077e+06	1.01497e+06	1.16117e+06	1.55984e+06	1.50648e+06	1.51619e+06	1.69942e+06	1.5521e+06	1.73409e+06	1.65901e+06	1.97217e+06	1.43832e+06	1.52119e+06
Q8WVT3	TPC12_HUMAN	TRAPPC12		1.0316e+07	9.7535e+06	9.84891e+06	1.05025e+07	1.25317e+07	1.1064e+07	1.02501e+07	1.01116e+07	1.13103e+07	1.00813e+07	1.03781e+07	1.02561e+07	1.10944e+07	1.02724e+07	1.09224e+07	1.0978e+07	9.8515e+06	9.90774e+06	1.01826e+07	1.23278e+07	1.19911e+07	1.23316e+07	1.23123e+07	9.14658e+06	1.27255e+07	1.08837e+07	1.16109e+07
Q8WVV9	HNRLL_HUMAN	HNRNPLL		4.33584e+07	2.67981e+07	3.39182e+07	2.46704e+07	1.713e+07	1.99802e+07	4.29037e+07	3.52616e+07	2.71711e+07	3.62338e+07	2.77828e+07	2.78573e+07	2.58147e+07	2.4323e+07	2.46972e+07	2.70221e+07	2.67084e+07	3.05807e+07	3.10354e+07	2.15008e+07	2.13457e+07	2.09721e+07	2.23033e+07	1.92552e+07	2.11479e+07	2.47145e+07	2.64649e+07
Q8WVX3	CD003_HUMAN	C4orf3					7.22244e+06	1.20239e+07	1.48056e+07			8.00229e+06	6.08904e+06			1.05606e+07	6.90397e+06		9.00809e+06	7.48062e+06	9.39646e+06	9.88909e+06	1.31332e+07		1.13947e+07	1.63804e+07		1.19003e+07	1.58209e+07	1.44479e+07
Q8WVX9	FACR1_HUMAN	FAR1		1.17824e+07	1.24885e+07	1.52421e+07	2.33737e+07	8.49386e+06	1.93194e+07	1.18096e+07	1.34421e+07	1.19351e+07	8.46748e+06	1.42655e+07	1.29546e+07	2.04004e+07	2.44011e+07	2.31171e+07	2.41556e+07	2.289e+07	1.80497e+07	2.07616e+07	1.56217e+07	1.344e+07	1.25942e+07	1.36249e+07	9.6371e+06	8.72931e+06	1.74417e+07	1.71094e+07
Q8WVY7	UBCP1_HUMAN	UBLCP1		3.1902e+07	4.57521e+07	3.71291e+07	3.68774e+07	3.33642e+07	3.54362e+07	2.93998e+07	3.96477e+07	4.42786e+07	3.64755e+07	4.17035e+07	4.09167e+07	4.13355e+07	3.54055e+07	4.1437e+07	4.41004e+07	3.73535e+07	3.68788e+07	3.6887e+07	3.22485e+07	3.10481e+07	3.44398e+07	3.11992e+07	3.93664e+07	3.8116e+07	3.19678e+07	3.68264e+07
Q8WVZ1	ZDH19_HUMAN	ZDHHC19																		2.03753e+06						1.85371e+06				
Q8WVZ7	RN133_HUMAN	RNF133								1.31024e+06																	3.83716e+06			
Q8WVZ9	KBTB7_HUMAN	KBTBD7		590114	539653					409152	648297																			
Q8WW01	SEN15_HUMAN	TSEN15		2.3942e+07	1.64884e+07	1.67325e+07	1.25046e+07	1.20508e+07	1.13206e+07	2.09226e+07	1.8538e+07	1.45795e+07	1.60154e+07	1.52513e+07	1.4874e+07	1.26406e+07	1.25227e+07	1.14817e+07	1.39728e+07	1.29307e+07	1.1593e+07	1.18291e+07	1.08692e+07	1.47649e+07	1.14339e+07	1.49951e+07	1.12465e+07	1.0811e+07	1.00006e+07	9.82924e+06
Q8WW12	PCNP_HUMAN	PCNP		7.83973e+07	8.07853e+07	8.51721e+07	1.03246e+08	5.13173e+07	9.33736e+07	6.35204e+07	6.85215e+07	6.78763e+07	5.21762e+07	6.55898e+07	7.18217e+07	5.92361e+07	7.15196e+07	8.84044e+07	8.39636e+07	6.43768e+07	6.4586e+07	6.3165e+07	5.66746e+07	2.97507e+07	4.3942e+07	5.47752e+07	5.62491e+07	5.03071e+07	5.47887e+07	5.2684e+07
Q8WW22	DNJA4_HUMAN	DNAJA4		2.26287e+06	4.3973e+06	9.29174e+06	1.30826e+06	1.33296e+07	6.05231e+06	3.16531e+06	6.85809e+06	4.35019e+06	1.0072e+07	3.73966e+06	4.24778e+06			3.98932e+06	3.39572e+06	2.48391e+06			1.542e+07	1.47312e+07	1.3504e+07	1.96816e+07	1.3695e+07	1.32641e+07	7.05623e+06	6.28488e+06
Q8WW33	GTSF1_HUMAN	GTSF1					2.6167e+07	725586	855296							1.87644e+07	1.91056e+07	2.67717e+07	2.45672e+07	2.61462e+07	2.27373e+07	2.39108e+07	900723	965083	490328	929784	2.85664e+06	1.28733e+06	898093	951964
Q8WW34	TM239_HUMAN	TMEM239																							236016					
Q8WW36	ZCH13_HUMAN	ZCCHC13																										1.59301e+06		
Q8WW43	APH1B_HUMAN	APH1B														1.22879e+06						1.00583e+06								814892
Q8WW59	SPRY4_HUMAN	SPRYD4		3.55655e+06	5.20034e+06	3.99671e+06	8.05403e+06	4.04356e+06	6.29387e+06	4.44045e+06	4.13265e+06	3.1551e+06	2.41087e+06	4.81353e+06	4.38234e+06	5.39932e+06	6.76021e+06	5.83727e+06	7.78125e+06	5.02505e+06	7.99916e+06	6.82799e+06	5.11123e+06	3.12972e+06	3.95277e+06	3.3912e+06	6.95623e+06	5.08272e+06	3.36947e+06	3.29975e+06
Q8WW62	TMED6_HUMAN	TMED6											5.39537e+06		3.48275e+06															
Q8WWB7	GLMP_HUMAN	GLMP		8.01127e+06	4.15386e+06	5.15665e+06	2.69262e+07		2.7224e+06	7.13651e+06	4.88811e+06	6.33778e+06	3.54561e+06	4.39101e+06		2.46679e+07	2.1907e+07	2.52661e+07	2.27245e+07	2.19178e+07	2.07613e+07	2.54874e+07								
Q8WWC4	MAIP1_HUMAN	MAIP1		1.82598e+07	2.30988e+07	1.89933e+07	2.07806e+07	2.32008e+07	2.25362e+07	1.73399e+07	1.97549e+07	2.03953e+07	1.66518e+07	1.85254e+07	1.87627e+07	1.84993e+07	1.51012e+07	1.4372e+07	1.48026e+07	1.62448e+07	1.68133e+07	1.67852e+07	1.73571e+07	2.13043e+07	2.08435e+07	1.7832e+07	1.87728e+07	2.17377e+07	1.93172e+07	1.85479e+07
Q8WWF5	ZNRF4_HUMAN	ZNRF4																			7.39307e+06					1.43525e+06				
Q8WWG9	KCNE4_HUMAN	KCNE4		5.6895e+06			9.83606e+06									3.13622e+06				3.2328e+06	5.95634e+06	7.79938e+06	4.95818e+06			5.43933e+06				
Q8WWH5	TRUB1_HUMAN	TRUB1		9.21303e+06	9.20196e+06	1.0291e+07	6.52005e+06	9.24973e+06	9.40316e+06	8.76552e+06	9.1792e+06	1.13362e+07	8.46394e+06	8.62677e+06	8.72112e+06	7.72762e+06	7.65135e+06	6.8478e+06	7.08011e+06	7.02094e+06	6.7048e+06	7.3655e+06	9.93667e+06	1.07802e+07	1.0138e+07	1.02981e+07	9.59419e+06	8.83041e+06	9.41592e+06	8.98925e+06
Q8WWI1	LMO7_HUMAN	LMO7		7.50699e+06	5.94783e+06	6.04388e+06	1.66986e+06	5.15483e+06	4.02997e+06	7.28848e+06	5.68838e+06	7.7948e+06	6.2292e+06	5.60902e+06	5.79519e+06	2.22468e+06	2.09175e+06	2.12744e+06	1.85711e+06	2.23747e+06	1.72306e+06	1.50854e+06	3.161e+06	3.28788e+06	2.77138e+06	4.94543e+06	4.74126e+06	4.74368e+06	4.20691e+06	3.83627e+06
Q8WWI5	CTL1_HUMAN	SLC44A1		3.01941e+07	1.7248e+07	1.08954e+07	2.58328e+08	5.6534e+06	9.80951e+06	2.6253e+07	1.3042e+07	2.02944e+07	9.64288e+06	1.83298e+07	1.86391e+07	1.76326e+08	1.67678e+08	2.32159e+08	2.95351e+08	2.42236e+08	2.30731e+08	2.56206e+08	7.06238e+06	5.04201e+06	5.19123e+06	7.15055e+06	7.14068e+06	7.00462e+06	1.06631e+07	9.52479e+06
Q8WWK9	CKAP2_HUMAN	CKAP2		3.20414e+07	4.08679e+07	2.60987e+07	8.46604e+06	5.449e+06	9.5465e+06	2.7839e+07	4.40763e+07	2.23405e+07	3.09486e+07	4.25887e+07	4.24922e+07	7.2888e+06	7.52665e+06	8.21898e+06	6.06723e+06	8.15382e+06	7.79682e+06	8.70109e+06	6.90046e+06	6.68264e+06	6.09943e+06	7.30322e+06	5.97962e+06	5.69327e+06	9.45015e+06	9.70521e+06
Q8WWM1	XAGE5_HUMAN	XAGE5					3.8398e+06	3.25955e+06		3.31233e+06		2.54021e+06	3.45975e+06	2.63014e+06		3.38745e+06						3.31761e+06	3.54221e+06		2.16199e+06	3.58854e+06	2.3285e+06		2.93637e+06	2.93017e+06
Q8WWM7	ATX2L_HUMAN	ATXN2L		6.24523e+07	5.65395e+07	6.96996e+07	6.85197e+07	6.73747e+07	5.84538e+07	5.92779e+07	6.85261e+07	5.98091e+07	6.22112e+07	5.18042e+07	5.4605e+07	5.71877e+07	5.889e+07	6.36776e+07	6.02874e+07	5.97101e+07	5.67169e+07	5.78897e+07	5.70349e+07	5.5426e+07	5.8409e+07	6.88255e+07	6.07026e+07	6.71914e+07	5.65806e+07	5.64198e+07
Q8WWN8	ARAP3_HUMAN	ARAP3		7.4051e+06			2.45755e+06	1.70597e+07	2.11412e+07									5.48366e+06	5.07161e+06	7.70402e+06			2.18202e+07	2.32191e+07	2.25311e+07	1.81651e+07	1.62352e+07	1.80898e+07	1.74177e+07	1.77791e+07
Q8WWP7	GIMA1_HUMAN	GIMAP1		2.61751e+06	1.33349e+06	1.55995e+06	5.92073e+06	4.40773e+06	2.53334e+06	2.0321e+06		3.4643e+06	3.07149e+06	991859	1.61088e+06	8.10746e+06	8.03999e+06	8.02363e+06	6.00416e+06	7.01583e+06	6.71912e+06	6.36787e+06	2.54337e+06	2.43216e+06	2.54302e+06	2.59685e+06	2.12813e+06	4.01818e+06	2.7857e+06	3.07347e+06
Q8WWQ0	PHIP_HUMAN	PHIP		1.22928e+07	1.57429e+07	1.48301e+07	3.68132e+06	1.06362e+07	9.60629e+06	1.47196e+07	1.21912e+07	1.21897e+07	1.41379e+07	1.51824e+07	1.51955e+07	5.3928e+06	4.99987e+06	5.55313e+06	8.26494e+06	6.9294e+06	5.45894e+06	5.09613e+06	1.03794e+07	1.20515e+07	1.0298e+07	1.26895e+07	1.09682e+07	9.16048e+06	1.08763e+07	1.0942e+07
Q8WWR9	PDPFL_HUMAN	PPDPFL			413713					1.41388e+06									1.95335e+06								634489			309209
Q8WWU5	TCP11_HUMAN	TCP11							4.93803e+06																					
Q8WWU7	ITLN2_HUMAN	ITLN2		498046																										
Q8WWV3	RT4I1_HUMAN	RTN4IP1		9.33379e+06	1.23783e+07	9.87879e+06	8.50625e+06	8.50896e+06	6.9659e+06	9.56902e+06	1.10738e+07	1.28205e+07	1.07777e+07	1.07745e+07	1.00331e+07	8.01904e+06	7.90442e+06	6.99668e+06	6.451e+06	7.87441e+06	8.98069e+06	8.16297e+06	5.77401e+06	7.94922e+06	7.38022e+06	6.34553e+06	5.94039e+06	5.86395e+06	7.23745e+06	7.6819e+06
Q8WWW0	RASF5_HUMAN	RASSF5		9.54874e+06	5.69212e+06	6.41669e+06	4.74783e+06	2.08349e+07	1.39415e+07	8.80186e+06	6.61973e+06	1.11539e+07	7.57317e+06	5.1225e+06	5.27945e+06	5.14584e+06	4.64385e+06	4.98273e+06	4.41648e+06	4.81333e+06	3.87973e+06	4.61988e+06	1.48116e+07	1.69365e+07	1.78793e+07	1.40944e+07	1.39585e+07	1.55429e+07	1.39746e+07	1.48918e+07
Q8WWW8	GAB3_HUMAN	GAB3						409760					109227											345275	247279			205170		180599
Q8WWX0	ASB5_HUMAN	ASB5																3.44273e+06											3.55002e+06	
Q8WWX8	SC5AB_HUMAN	SLC5A11						539733		334064																	260116			
Q8WWX9	SELM_HUMAN	SELENOM																									199400			
Q8WWY3	PRP31_HUMAN	PRPF31		7.19435e+07	7.21522e+07	6.98122e+07	7.31082e+07	5.38909e+07	4.86634e+07	7.34515e+07	6.08894e+07	6.09973e+07	6.13845e+07	6.55958e+07	6.70914e+07	6.13133e+07	5.48413e+07	5.50527e+07	7.44784e+07	6.68722e+07	8.00856e+07	7.38796e+07	5.11159e+07	4.99756e+07	5.03716e+07	4.95533e+07	5.11784e+07	5.32899e+07	5.22132e+07	5.11843e+07
Q8WWY8	LIPH_HUMAN	LIPH																		4.67348e+06										
Q8WWZ1	IL1FA_HUMAN	IL1F10						195788				177478				563844			224933				709046			280154				
Q8WWZ8	OIT3_HUMAN	OIT3																											1.47866e+06	
Q8WX92	NELFB_HUMAN	NELFB		3.80034e+07	3.2071e+07	3.27234e+07	2.74847e+07	2.97787e+07	3.31438e+07	3.47888e+07	3.43134e+07	3.48163e+07	3.3837e+07	3.096e+07	3.25156e+07	3.03087e+07	2.798e+07	2.77567e+07	2.75806e+07	3.09749e+07	3.11886e+07	3.12999e+07	3.40252e+07	3.04456e+07	3.10908e+07	3.28256e+07	3.20646e+07	3.06253e+07	3.26067e+07	3.07326e+07
Q8WXA9	SREK1_HUMAN	SREK1		1.19043e+07	1.29036e+07	1.37884e+07	1.40702e+07	9.38083e+06	1.39095e+07	1.12203e+07	1.21343e+07	1.45526e+07	1.5544e+07	1.28901e+07	1.41486e+07	1.55333e+07	1.48024e+07	1.36001e+07	1.57977e+07	1.77241e+07	1.56267e+07	1.52365e+07	1.09769e+07	9.94129e+06	9.60645e+06	1.1231e+07	8.84989e+06	8.89235e+06	1.24453e+07	1.16941e+07
Q8WXD5	GEMI6_HUMAN	GEMIN6		7.95405e+06	1.29473e+07	1.17841e+07	1.54779e+07	1.06047e+07	9.43225e+06	1.06703e+07	1.313e+07	1.32201e+07	1.20884e+07	1.35963e+07	8.8986e+06	1.29662e+07	1.8051e+07	1.4461e+07	1.64106e+07	1.38936e+07	1.33336e+07	1.38261e+07	9.34654e+06	1.20983e+07	8.95838e+06	1.12723e+07	8.89381e+06	8.35398e+06	1.01227e+07	1.07564e+07
Q8WXE0	CSKI2_HUMAN	CASKIN2						1.06087e+06																	1.50941e+06	1.21928e+06				
Q8WXE1	ATRIP_HUMAN	ATRIP		1.35523e+06	1.84204e+06	1.5484e+06	1.81664e+06	714186	1.25508e+06	1.42872e+06	1.28029e+06	1.43372e+06	2.20343e+06	1.40747e+06	1.71278e+06	1.55621e+06	1.69397e+06	1.55896e+06	1.80148e+06	1.46538e+06	1.36747e+06	1.55949e+06	837963	1.43494e+06	2.51221e+06				1.00949e+06	1.70907e+06
Q8WXF0	SRS12_HUMAN	SRSF12																	975672											
Q8WXF1	PSPC1_HUMAN	PSPC1		1.49155e+08	1.26706e+08	1.18421e+08	1.36479e+08	8.06572e+07	9.33043e+07	1.33001e+08	1.21415e+08	1.20571e+08	1.19753e+08	1.35579e+08	1.28399e+08	1.47742e+08	1.43495e+08	1.32441e+08	1.3426e+08	1.38792e+08	1.51484e+08	1.52182e+08	8.04903e+07	7.40169e+07	7.88817e+07	7.97037e+07	7.99823e+07	8.11231e+07	9.58454e+07	9.02548e+07
Q8WXG6	MADD_HUMAN	MADD		2.58216e+06	2.45873e+06	2.83922e+06	2.88841e+06	8.51058e+06	7.08367e+06	3.25329e+06	3.17778e+06	3.14376e+06	3.26114e+06	2.47645e+06	2.16897e+06	3.09889e+06	3.47339e+06	3.12252e+06	3.31486e+06	2.57861e+06	2.70412e+06	2.70963e+06	8.0014e+06	8.17199e+06	8.23123e+06	8.02024e+06	6.75434e+06	7.54734e+06	6.72741e+06	7.71514e+06
